2017-06-08 12:50:12,107: INFO: running train_word2vec.py -train ../data/onlyreview_douban_movie.tsv.processed.simpleCh.wordbreak.removeword -size 300 -window 5 -sg 0
2017-06-08 12:50:12,107: INFO: collecting all words and their counts
2017-06-08 12:50:12,107: INFO: PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
2017-06-08 12:50:14,247: INFO: PROGRESS: at sentence #10000, processed 5162072 words, keeping 154438 word types
2017-06-08 12:50:16,310: INFO: PROGRESS: at sentence #20000, processed 10232183 words, keeping 217657 word types
2017-06-08 12:50:18,262: INFO: PROGRESS: at sentence #30000, processed 15578620 words, keeping 270536 word types
2017-06-08 12:50:20,293: INFO: PROGRESS: at sentence #40000, processed 20893127 words, keeping 313796 word types
2017-06-08 12:50:22,304: INFO: PROGRESS: at sentence #50000, processed 26101282 words, keeping 350375 word types
2017-06-08 12:50:24,321: INFO: PROGRESS: at sentence #60000, processed 31443007 words, keeping 386641 word types
2017-06-08 12:50:26,245: INFO: PROGRESS: at sentence #70000, processed 36680920 words, keeping 419331 word types
2017-06-08 12:50:28,219: INFO: PROGRESS: at sentence #80000, processed 42119162 words, keeping 450805 word types
2017-06-08 12:50:30,226: INFO: PROGRESS: at sentence #90000, processed 47380816 words, keeping 479471 word types
2017-06-08 12:50:32,160: INFO: PROGRESS: at sentence #100000, processed 52532453 words, keeping 507051 word types
2017-06-08 12:50:34,154: INFO: PROGRESS: at sentence #110000, processed 57892248 words, keeping 534367 word types
2017-06-08 12:50:36,178: INFO: PROGRESS: at sentence #120000, processed 63207741 words, keeping 559567 word types
2017-06-08 12:50:38,175: INFO: PROGRESS: at sentence #130000, processed 68465368 words, keeping 582920 word types
2017-06-08 12:50:40,181: INFO: PROGRESS: at sentence #140000, processed 73828472 words, keeping 607493 word types
2017-06-08 12:50:42,157: INFO: PROGRESS: at sentence #150000, processed 79048293 words, keeping 628899 word types
2017-06-08 12:50:44,164: INFO: PROGRESS: at sentence #160000, processed 84306768 words, keeping 650895 word types
2017-06-08 12:50:46,150: INFO: PROGRESS: at sentence #170000, processed 89513335 words, keeping 672530 word types
2017-06-08 12:50:48,159: INFO: PROGRESS: at sentence #180000, processed 94760625 words, keeping 692597 word types
2017-06-08 12:50:50,224: INFO: PROGRESS: at sentence #190000, processed 99955887 words, keeping 712632 word types
2017-06-08 12:50:52,336: INFO: PROGRESS: at sentence #200000, processed 105426952 words, keeping 732987 word types
2017-06-08 12:50:54,368: INFO: PROGRESS: at sentence #210000, processed 110690507 words, keeping 752495 word types
2017-06-08 12:50:56,427: INFO: PROGRESS: at sentence #220000, processed 116028160 words, keeping 772293 word types
2017-06-08 12:50:58,564: INFO: PROGRESS: at sentence #230000, processed 121499106 words, keeping 792412 word types
2017-06-08 12:51:00,687: INFO: PROGRESS: at sentence #240000, processed 126816251 words, keeping 810669 word types
2017-06-08 12:51:02,703: INFO: PROGRESS: at sentence #250000, processed 132078416 words, keeping 830513 word types
2017-06-08 12:51:04,745: INFO: PROGRESS: at sentence #260000, processed 137224687 words, keeping 847603 word types
2017-06-08 12:51:06,737: INFO: PROGRESS: at sentence #270000, processed 142436707 words, keeping 864627 word types
2017-06-08 12:51:08,781: INFO: PROGRESS: at sentence #280000, processed 147658408 words, keeping 881510 word types
2017-06-08 12:51:10,825: INFO: PROGRESS: at sentence #290000, processed 152841824 words, keeping 898215 word types
2017-06-08 12:51:12,955: INFO: PROGRESS: at sentence #300000, processed 158315695 words, keeping 916081 word types
2017-06-08 12:51:15,169: INFO: PROGRESS: at sentence #310000, processed 163868872 words, keeping 932839 word types
2017-06-08 12:51:17,236: INFO: PROGRESS: at sentence #320000, processed 169128941 words, keeping 948871 word types
2017-06-08 12:51:19,271: INFO: PROGRESS: at sentence #330000, processed 174362288 words, keeping 964033 word types
2017-06-08 12:51:21,462: INFO: PROGRESS: at sentence #340000, processed 179807529 words, keeping 980758 word types
2017-06-08 12:51:23,560: INFO: PROGRESS: at sentence #350000, processed 185170247 words, keeping 996895 word types
2017-06-08 12:51:25,657: INFO: PROGRESS: at sentence #360000, processed 190535859 words, keeping 1012248 word types
2017-06-08 12:51:27,777: INFO: PROGRESS: at sentence #370000, processed 195961586 words, keeping 1028262 word types
2017-06-08 12:51:29,802: INFO: PROGRESS: at sentence #380000, processed 201097149 words, keeping 1043199 word types
2017-06-08 12:51:31,858: INFO: PROGRESS: at sentence #390000, processed 206345085 words, keeping 1058009 word types
2017-06-08 12:51:33,979: INFO: PROGRESS: at sentence #400000, processed 211746649 words, keeping 1072899 word types
2017-06-08 12:51:36,079: INFO: PROGRESS: at sentence #410000, processed 217010720 words, keeping 1087224 word types
2017-06-08 12:51:38,184: INFO: PROGRESS: at sentence #420000, processed 222375268 words, keeping 1101635 word types
2017-06-08 12:51:40,294: INFO: PROGRESS: at sentence #430000, processed 227742819 words, keeping 1117047 word types
2017-06-08 12:51:42,382: INFO: PROGRESS: at sentence #440000, processed 233077091 words, keeping 1131534 word types
2017-06-08 12:51:44,536: INFO: PROGRESS: at sentence #450000, processed 238535911 words, keeping 1146063 word types
2017-06-08 12:51:46,626: INFO: PROGRESS: at sentence #460000, processed 243855742 words, keeping 1161992 word types
2017-06-08 12:51:48,817: INFO: PROGRESS: at sentence #470000, processed 249441278 words, keeping 1177046 word types
2017-06-08 12:51:50,925: INFO: PROGRESS: at sentence #480000, processed 254727222 words, keeping 1190564 word types
2017-06-08 12:51:52,942: INFO: PROGRESS: at sentence #490000, processed 259845695 words, keeping 1204398 word types
2017-06-08 12:51:54,948: INFO: PROGRESS: at sentence #500000, processed 264963012 words, keeping 1217686 word types
2017-06-08 12:51:57,067: INFO: PROGRESS: at sentence #510000, processed 270432658 words, keeping 1231170 word types
2017-06-08 12:51:59,122: INFO: PROGRESS: at sentence #520000, processed 275573752 words, keeping 1244218 word types
2017-06-08 12:52:01,231: INFO: PROGRESS: at sentence #530000, processed 280966968 words, keeping 1257071 word types
2017-06-08 12:52:03,288: INFO: PROGRESS: at sentence #540000, processed 286222536 words, keeping 1270684 word types
2017-06-08 12:52:05,453: INFO: PROGRESS: at sentence #550000, processed 291645422 words, keeping 1284164 word types
2017-06-08 12:52:07,525: INFO: PROGRESS: at sentence #560000, processed 296912740 words, keeping 1296565 word types
2017-06-08 12:52:09,676: INFO: PROGRESS: at sentence #570000, processed 302350041 words, keeping 1309383 word types
2017-06-08 12:52:11,763: INFO: PROGRESS: at sentence #580000, processed 307602411 words, keeping 1321867 word types
2017-06-08 12:52:13,913: INFO: PROGRESS: at sentence #590000, processed 312889944 words, keeping 1334199 word types
2017-06-08 12:52:16,099: INFO: PROGRESS: at sentence #600000, processed 318315549 words, keeping 1346593 word types
2017-06-08 12:52:18,211: INFO: PROGRESS: at sentence #610000, processed 323633593 words, keeping 1359268 word types
2017-06-08 12:52:20,419: INFO: PROGRESS: at sentence #620000, processed 328987767 words, keeping 1371735 word types
2017-06-08 12:52:22,806: INFO: PROGRESS: at sentence #630000, processed 334306893 words, keeping 1383541 word types
2017-06-08 12:52:25,507: INFO: PROGRESS: at sentence #640000, processed 339602101 words, keeping 1395352 word types
2017-06-08 12:52:28,282: INFO: PROGRESS: at sentence #650000, processed 344855964 words, keeping 1406958 word types
2017-06-08 12:52:29,367: INFO: collected 1412028 word types from a corpus of 346909564 raw words and 653698 sentences
2017-06-08 12:52:29,367: INFO: Loading a fresh vocabulary
2017-06-08 12:52:30,295: INFO: min_count=100 retains 84043 unique words (5% of original 1412028, drops 1327985)
2017-06-08 12:52:30,295: INFO: min_count=100 leaves 339158169 word corpus (97% of original 346909564, drops 7751395)
2017-06-08 12:52:30,554: INFO: deleting the raw counts dictionary of 1412028 items
2017-06-08 12:52:30,618: INFO: sample=0.001 downsamples 38 most-common words
2017-06-08 12:52:30,618: INFO: downsampling leaves estimated 281980837 word corpus (83.1% of prior 339158169)
2017-06-08 12:52:30,618: INFO: estimated required memory for 84043 words and 300 dimensions: 243724700 bytes
2017-06-08 12:52:31,058: INFO: resetting layer weights
2017-06-08 12:52:32,374: INFO: training model with 6 workers on 84043 vocabulary and 300 features, using sg=0 hs=0 sample=0.001 negative=25 window=5
2017-06-08 12:52:33,377: INFO: PROGRESS: at 0.01% examples, 395060 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:34,410: INFO: PROGRESS: at 0.02% examples, 410765 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:35,411: INFO: PROGRESS: at 0.03% examples, 413679 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:36,418: INFO: PROGRESS: at 0.04% examples, 420004 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:37,429: INFO: PROGRESS: at 0.05% examples, 422045 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:52:38,453: INFO: PROGRESS: at 0.06% examples, 424581 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:39,462: INFO: PROGRESS: at 0.07% examples, 424390 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:40,476: INFO: PROGRESS: at 0.08% examples, 425392 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:41,527: INFO: PROGRESS: at 0.09% examples, 407580 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:42,533: INFO: PROGRESS: at 0.10% examples, 396245 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:43,560: INFO: PROGRESS: at 0.10% examples, 384284 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:44,669: INFO: PROGRESS: at 0.11% examples, 373171 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:45,706: INFO: PROGRESS: at 0.12% examples, 367443 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:46,710: INFO: PROGRESS: at 0.13% examples, 362005 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:52:47,714: INFO: PROGRESS: at 0.13% examples, 358421 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:48,734: INFO: PROGRESS: at 0.14% examples, 353354 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:49,754: INFO: PROGRESS: at 0.15% examples, 348469 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:50,800: INFO: PROGRESS: at 0.15% examples, 343745 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:51,852: INFO: PROGRESS: at 0.16% examples, 339713 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:52,890: INFO: PROGRESS: at 0.17% examples, 336024 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:53,905: INFO: PROGRESS: at 0.18% examples, 332999 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:52:54,924: INFO: PROGRESS: at 0.18% examples, 330665 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:55,924: INFO: PROGRESS: at 0.19% examples, 329888 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:56,938: INFO: PROGRESS: at 0.20% examples, 327143 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:52:57,950: INFO: PROGRESS: at 0.20% examples, 324388 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:52:58,955: INFO: PROGRESS: at 0.21% examples, 321704 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:52:59,972: INFO: PROGRESS: at 0.22% examples, 319954 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:00,989: INFO: PROGRESS: at 0.22% examples, 319008 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:02,017: INFO: PROGRESS: at 0.23% examples, 317772 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:03,027: INFO: PROGRESS: at 0.24% examples, 317056 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:04,033: INFO: PROGRESS: at 0.24% examples, 316217 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:05,063: INFO: PROGRESS: at 0.25% examples, 314745 words/s, in_qsize 11, out_qsize 1
2017-06-08 12:53:06,092: INFO: PROGRESS: at 0.26% examples, 313824 words/s, in_qsize 12, out_qsize 1
2017-06-08 12:53:07,092: INFO: PROGRESS: at 0.26% examples, 313610 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:08,109: INFO: PROGRESS: at 0.27% examples, 312050 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:09,110: INFO: PROGRESS: at 0.28% examples, 312360 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:10,158: INFO: PROGRESS: at 0.28% examples, 310242 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:11,185: INFO: PROGRESS: at 0.29% examples, 309063 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:12,225: INFO: PROGRESS: at 0.30% examples, 307715 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:13,268: INFO: PROGRESS: at 0.30% examples, 306777 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:14,274: INFO: PROGRESS: at 0.31% examples, 305702 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:15,286: INFO: PROGRESS: at 0.32% examples, 305041 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:16,315: INFO: PROGRESS: at 0.32% examples, 304645 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:17,333: INFO: PROGRESS: at 0.33% examples, 303723 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:18,486: INFO: PROGRESS: at 0.34% examples, 303049 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:19,491: INFO: PROGRESS: at 0.34% examples, 303013 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:20,531: INFO: PROGRESS: at 0.35% examples, 301972 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:21,550: INFO: PROGRESS: at 0.36% examples, 301345 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:22,552: INFO: PROGRESS: at 0.36% examples, 301355 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:23,557: INFO: PROGRESS: at 0.37% examples, 301404 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:24,657: INFO: PROGRESS: at 0.38% examples, 300714 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:25,689: INFO: PROGRESS: at 0.39% examples, 300329 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:26,728: INFO: PROGRESS: at 0.39% examples, 299525 words/s, in_qsize 9, out_qsize 2
2017-06-08 12:53:27,768: INFO: PROGRESS: at 0.40% examples, 299128 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:28,809: INFO: PROGRESS: at 0.40% examples, 298770 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:29,824: INFO: PROGRESS: at 0.41% examples, 297732 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:30,913: INFO: PROGRESS: at 0.42% examples, 296921 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:31,982: INFO: PROGRESS: at 0.43% examples, 296540 words/s, in_qsize 10, out_qsize 2
2017-06-08 12:53:32,989: INFO: PROGRESS: at 0.43% examples, 296516 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:34,003: INFO: PROGRESS: at 0.44% examples, 296152 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:35,035: INFO: PROGRESS: at 0.45% examples, 295566 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:36,041: INFO: PROGRESS: at 0.45% examples, 295244 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:53:37,061: INFO: PROGRESS: at 0.46% examples, 295105 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:38,108: INFO: PROGRESS: at 0.47% examples, 294793 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:39,121: INFO: PROGRESS: at 0.47% examples, 294565 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:40,145: INFO: PROGRESS: at 0.48% examples, 294317 words/s, in_qsize 11, out_qsize 1
2017-06-08 12:53:41,163: INFO: PROGRESS: at 0.49% examples, 294330 words/s, in_qsize 10, out_qsize 1
2017-06-08 12:53:42,192: INFO: PROGRESS: at 0.49% examples, 294137 words/s, in_qsize 12, out_qsize 0
2017-06-08 12:53:43,205: INFO: PROGRESS: at 0.50% examples, 293925 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:44,226: INFO: PROGRESS: at 0.51% examples, 293277 words/s, in_qsize 11, out_qsize 0
2017-06-08 12:53:45,286: INFO: PROGRESS: at 0.51% examples, 293265 words/s, in_qsize 11, out_qsize 0
